model;year;horse_power;manufacturer_id
crf150f;2019;;3
crf150f big wheel;2015;;3
crf150f big wheel;2016;;3
crf150r;2009;22.3;3
crf150r2;2009;22.3;3
crf230f;2009;;3
crf230f;2012;;3
crf230f;2013;;3
crf230f;2014;;3
crf230f;2015;;3
crf230f;2016;;3
crf230f;2017;;3
crf230f;2018;;3
crf230f;2019;;3
crf230f;2020;;3
crf230l;2009;;3
crf230l;2010;;3
crf230l;2011;;3
crf230l;2012;;3
crf230m;2009;;3
crf230m;2010;;3
crf230m;2011;;3
crf230m;2012;;3
crf250l;2013;22.8;3
crf250l;2014;22.8;3
crf250l;2015;22.8;3
crf250l;2016;22.8;3
crf250l;2017;22.8;3
crf250l;2018;22.8;3
crf250l;2019;22.8;3
crf250l;2020;22.8;3
crf250l abs;2017;22.8;3
crf250l rally;2017;22.8;3
crf250l rally;2018;22.8;3
crf250l rally;2019;22.8;3
crf250l rally abs;2017;22.8;3
crf250l rally abs;2018;22.8;3
crf250m;2014;22.8;3
crf250m;2015;22.8;3
crf250m;2017;22.8;3
crf250r;2009;42.9;3
crf250r;2013;;3
crf250rx;2019;;3
crf250rx;2020;;3
crf250rx;2021;;3
crf250rx;2022;;3
crf250rx enduro;2022;;3
crf250x;2009;;3
crf250x;2012;;3
crf250x;2013;;3
crf250x;2014;;3
crf250x;2015;;3
crf250x;2016;29.4;3
crf250x;2017;29.4;3
crf250x;2018;29.4;3
crf250x;2019;29.4;3
crf250xrl;2017;29.4;3
crf250xrl;2018;29.4;3
crf250xrl;2019;29.4;3
crf300 rally;2021;27.0;3
crf300 rally;2022;27.0;3
crf300rx;2021;;3
crf300rx enduro;2022;;3
crf400rx;2021;;3
crf400rx;2022;;3
crf400rx enduro;2022;;3
crf450 rally;2014;51.4;3
crf450r;2009;50.7;3
crf450rx;2017;;3
crf450rx;2018;;3
crf450rx;2019;;3
crf450rx;2020;;3
crf450rx;2021;;3
crf450rx;2022;;3
crf450rx delete;2019;;3
crf450rx enduro;2022;;3
crf450x;2009;;3
crf450x;2012;;3
crf450x;2013;;3
crf450x;2014;;3
crf450x;2015;;3
crf450x;2016;44.5;3
crf450x;2017;44.5;3
crf450x;2018;44.5;3
crf450x;2019;44.5;3
crf450x;2020;44.5;3
crf450x;2021;44.5;3
crf450x;2022;44.5;3
crf450xrl;2017;29.4;3
crf50f;2009;;3
crf50f;2012;;3
crf50f;2013;;3
crf50f;2014;;3
crf50f;2015;;3
crf50f;2016;;3
crf50f;2017;;3
crf50f;2018;;3
crf50f;2019;;3
crf50f;2020;;3
crf50f;2021;;3
crf50f;2022;;3
crf70f;2009;;3
crf70f;2012;;3
crf70f;2014;;3
crf70f;2015;;3
crf70f;2016;;3
crf80f;2009;;3
crf80f;2014;;3
crf80f;2015;;3
crf80f;2016;;3
crm 125 r;1999;29.0;3
crm 250 ar;1998;40.0;3
crossrunner;2011;100.0;3
crossrunner;2012;100.0;3
crossrunner;2013;100.0;3
crossrunner;2014;100.0;3
crosstourer;2012;127.0;3
crosstourer highlander;2014;127.0;3
ct 110;2005;;3
ct 125;1977;;3
ctx 700;2014;;3
ctx 700;2015;;3
ctx 700;2016;;3
ctx1300;2014;;3
ctx1300;2015;;3
ctx1300;2016;83.1;3
ctx1300;2017;83.1;3
ctx1300;2018;83.1;3
ctx1300;2019;83.1;3
ctx1300 deluxe;2015;;3
ctx1300 deluxe;2016;83.1;3
ctx1300 deluxe;2018;83.1;3
ctx1300 dlx;2014;;3
ctx1300 dlx;2017;83.1;3
ctx200 a bushlander;2016;;3
ctx200 bushlander;2016;;3
ctx700 dct;2018;;3
ctx700 dct;2019;;3
ctx700 dct abs;2014;;3
ctx700 dct abs;2015;;3
ctx700 dcx;2017;;3
ctx700d;2013;;3
ctx700d;2016;;3
ctx700n;2013;;3
ctx700n;2014;;3
ctx700n;2015;;3
ctx700n;2016;;3
ctx700n;2017;48.0;3
ctx700n;2018;48.0;3
ctx700n dct abs;2014;;3
ctx700n dct abs;2015;;3
ctx700n dct abs;2016;;3
ctx700n dct abs;2017;48.0;3
ctx700n dct abs;2018;48.0;3
cx 500;1978;50.0;3
cx 500;1979;50.0;3
cx 500;1980;50.0;3
cx 500;1981;50.0;3
cx 500;1982;50.0;3
cx 500 (reduced effect);1978;27.0;3
cx 500 (reduced effect);1979;27.0;3
cx 500 (reduced effect);1980;27.0;3
cx 500 (reduced effect);1981;27.0;3
cx 500 (reduced effect);1982;27.0;3
cx 500 c;1980;50.0;3
cx 500 c;1981;50.0;3
cx 500 c;1982;50.0;3
cx 500 c;1983;50.0;3
cx 500 c (reduced effect);1980;27.0;3
cx 500 c (reduced effect);1981;27.0;3
cx 500 c (reduced effect);1982;27.0;3
cx 500 custom;1979;50.0;3
cx 500 custom (reduced effect);1979;27.0;3
cx 500 deluxe;1979;50.0;3
cx 500 e;1982;50.0;3
cx 500 e;1983;50.0;3
cx 500 e;1984;50.0;3
cx 500 e (reduced effect);1982;27.0;3
cx 500 e (reduced effect);1983;27.0;3
cx 500 e (reduced effect);1984;27.0;3
cx 500 sc;1983;50.0;3
cx 500 sc (reduced effect);1983;27.0;3
cx 500 turbo;1981;82.0;3
cx 500 turbo;1982;82.0;3
cx 500 turbo;1983;82.0;3
cx 500 turbo;1984;82.0;3
cx 650 c;1983;65.0;3
cx 650 c (reduced effect);1983;50.0;3
cx 650 e;1983;65.0;3
cx 650 e;1984;65.0;3
cx 650 e;1985;65.0;3
cx 650 turbo;1983;100.0;3
cx 650 turbo;1984;100.0;3
cx 650 turbo;1985;100.0;3
dazzler;2014;14.0;3
deauville;2006;64.8;3
deauville 700;2010;64.8;3
deauville 700 c-abs;2010;64.8;3
dn-01;2008;;3
dn-01;2009;;3
dn-01;2010;43.3;3
dn-01;2011;;3
dn-01;2012;;3
dn-01;2013;60.4;3
dn-01;2014;60.4;3
dream 305;1960;23.0;3
dream 305;1961;23.0;3
dream 305;1962;23.0;3
dream 305;1963;23.0;3
dream 305;1964;23.0;3
dream 305;1965;23.0;3
dream 305;1966;23.0;3
dream 305;1967;23.0;3
dream 305;1968;23.0;3
dream 305;1969;23.0;3
dream 50 r;2004;;3
dream neo;2014;8.3;3
dream sport cb71;1962;;3
dream sport ce71;1962;;3
dream yuga;2013;8.5;3
dream yuga;2014;8.5;3
f 6 c valkyrie;2001;98.0;3
f 6 c valkyrie - gl 1500 cd;2002;;3
f6c;1999;102.0;3
f6c valkyrie;1997;100.0;3
f6c valkyrie;1998;100.0;3
f6c valkyrie;2000;100.0;3
fireblade;2014;;3
fireblade sp;2014;178.0;3
fireblade sp 30th anniversary;2022;215.0;3
fjr 1300;2003;143.0;3
fmx 650;2006;37.1;3
fmx 650;2007;37.0;3
fourtrax foreman 4x4;2009;;3
fourtrax foreman rubicon;2009;;3
fourtrax rancher;2009;;3
fourtrax rancher 4x4;2009;;3
fourtrax recon;2009;;3
fourtrax rincon gpscape;2009;;3
ft 500;1983;27.0;3
ftr;2002;19.0;3
ftr;2013;21.5;3
ftr;2016;21.5;3
ftr 230;2011;;3
fury;2010;;3
fury;2011;;3
fury;2012;;3
fury;2013;;3
fury;2014;;3
fury;2015;;3
fury;2016;;3
fury;2017;;3
fury;2018;;3
fury;2019;;3
fury;2020;;3
fury;2022;;3
fury abs;2010;;3
fury abs;2014;;3
fury abs;2015;;3
fury abs;2016;;3
fury abs;2017;;3
fury abs;2018;;3
fury abs;2019;;3
gb 250 clubman;1985;30.0;3
gb 500 clubman;1989;38.0;3
gb 500 clubman;1992;38.0;3
gb 500 clubman (reduced effect);1992;27.0;3
gl 1000 gold wing;1975;82.0;3
gl 1000 gold wing;1976;82.0;3
gl 1000 gold wing;1977;82.0;3
gl 1000 k 2 gold wing;1978;78.0;3
gl 1000 k 3 gold wing;1978;78.0;3
gl 1000 k 3 gold wing;1979;78.0;3
gl 1000 k 3 gold wing;1980;78.0;3
gl 1000 ltd;1976;82.0;3
gl 1000 ltd gold wing;1978;82.0;3
gl 1100 gold wing;1979;83.0;3
gl 1100 gold wing;1980;83.0;3
gl 1100 gold wing;1981;83.0;3
gl 1100 gold wing;1982;83.0;3
gl 1100 gold wing;1983;83.0;3
gl 1100 gold wing de luxe;1983;83.0;3
gl 1100 gold wing interstate;1981;83.0;3
gl 1100 gold wing interstate;1982;83.0;3
gl 1200 dx gold wing;1984;94.0;3
gl 1200 dx gold wing;1985;94.0;3
gl 1200 dx gold wing;1986;94.0;3
gl 1200 dx gold wing;1987;94.0;3
gl 1500 gold wing aspencade;1995;100.0;3
gl 1500 gold wing aspencade;1996;100.0;3
gl 1500 gold wing aspencade;1997;100.0;3
gl 1500 gold wing se;1996;100.0;3
gl 1500 gold wing se;1997;100.0;3
gl 1500 gold wing se;1998;100.0;3
gl 1500 se;1994;100.0;3
gl 1500 se gold wing;1995;100.0;3
gl 1500 se gold wing;1999;100.0;3
gl 1500 se gold wing;2000;100.0;3
gl 1500-6 gold wing;1988;100.0;3
gl 1500-6 gold wing;1989;100.0;3
gl 1500-6 gold wing;1990;100.0;3
gl 1500-6 gold wing;1991;100.0;3
gl 1500-6 gold wing;1992;100.0;3
gl 1800 gold wing;2001;119.0;3
gl 1800 gold wing;2002;119.0;3
gl 1800 gold wing;2003;118.0;3
gl 1800 gold wing;2004;118.0;3
gl 1800 gold wing;2005;118.0;3
gl 1800 gold wing abs;2004;118.0;3
gl 1800 gold wing abs;2005;118.0;3
gl 1800 gold wing tour;2021;124.0;3
gl 1800 gold wing tour;2022;124.0;3
gl 1800 gold wing tour dct;2022;124.0;3
gl 500 silver wing;1982;50.0;3
gl 500 silver wing;1983;50.0;3
gl 500 silver wing (reduced effect);1982;27.0;3
gl 500 silver wing (reduced effect);1983;27.0;3
gl 650;1983;65.0;3
gl 650;1984;65.0;3
gl 650 (reduced effect);1983;50.0;3
gl 650 (reduced effect);1984;50.0;3
gl1800 gold wing;2012;;3
gl1800 gold wing;2017;116.0;3
gl1800 gold wing;2018;124.0;3
gl1800 gold wing;2019;124.0;3
gl1800 gold wing;2020;124.0;3
gl1800 gold wing;2021;124.0;3
gl1800 gold wing;2022;124.0;3
gl1800 gold wing dct;2022;124.0;3
gl1800 gold wing deluxe;2010;116.0;3
gl1800 gold wing deluxe;2012;116.0;3
gl1800 gold wing deluxe;2014;116.0;3
gl1800 luxury;2013;;3
gold wing;2016;116.0;3
gold wing;2018;118.0;3
gold wing;2019;118.0;3
gold wing;2020;118.0;3
gold wing;2022;124.0;3
gold wing  airbag;2007;;3
gold wing air bag;2012;;3
gold wing airbag;2008;;3
gold wing airbag;2009;;3
gold wing airbag;2010;;3
gold wing airbag;2013;;3
gold wing airbag;2014;;3
gold wing airbag;2015;;3
gold wing airbag;2016;116.0;3
gold wing audio - comfort - navi - abs;2007;;3
gold wing audio comfort;2006;;3
gold wing audio comfort;2010;;3
gold wing audio comfort;2012;;3
gold wing audio comfort;2013;;3
gold wing audio comfort;2014;;3
gold wing audio comfort;2015;;3
gold wing audio comfort;2016;;3
gold wing audio comfort;2017;118.0;3
gold wing audio comfort navi;2006;;3
gold wing audio comfort navi;2008;;3
gold wing audio comfort navi abs;2006;;3
gold wing audio comfort navi abs;2008;;3
gold wing audio comfort navi xm;2009;;3
gold wing audio comfort navi xm;2010;;3
gold wing audio comfort navi xm;2012;;3
gold wing audio comfort navi xm;2013;;3
gold wing audio comfort navi xm;2014;;3
gold wing audio comfort navi xm;2015;;3
gold wing audio comfort navi xm;2016;116.0;3
gold wing audio comfort navi xm;2017;116.0;3
gold wing audio comfort navi xm abs;2009;;3
gold wing audio comfort navi xm abs;2010;;3
gold wing audio comfort navi xm abs;2012;;3
gold wing audio comfort navi xm abs;2013;;3
gold wing audio comfort navi xm abs;2014;;3
gold wing audio comfort navi xm abs;2015;;3
gold wing audio comfort navi xm abs;2016;116.0;3
gold wing audio comfort navi xm abs;2017;118.0;3
gold wing automatic dct;2018;118.0;3
gold wing automatic dct;2019;118.0;3
gold wing automatic dct;2020;118.0;3
gold wing dct;2021;118.0;3
gold wing f6b;2013;;3
gold wing f6b;2014;;3
gold wing f6b;2015;;3
gold wing f6b;2016;116.0;3
gold wing f6b;2018;114.0;3
gold wing f6b;2019;114.0;3
gold wing f6b deluxe;2014;;3
gold wing f6b deluxe;2015;;3
gold wing f6b deluxe;2016;116.0;3
gold wing f6b deluxe;2017;118.0;3
gold wing f6b deluxe;2018;114.0;3
gold wing f6c;2014;114.0;3
gold wing f6c;2015;114.0;3
gold wing f6c;2016;114.0;3
gold wing f6c;2017;114.0;3
gold wing gl1800;2015;116.0;3
gold wing premium audio;2006;;3
gold wing premium audio;2007;;3
gold wing premium audio;2008;;3
gold wing tour;2018;118.0;3
gold wing tour;2019;118.0;3
gold wing tour;2020;118.0;3
gold wing tour;2021;124.0;3
gold wing tour;2022;124.0;3
gold wing tour airbag automatic dct;2018;118.0;3
gold wing tour airbag automatic dct;2019;118.0;3
gold wing tour airbag automatic dct;2020;118.0;3
gold wing tour airbag dct;2021;118.0;3
gold wing tour automatic dct;2018;118.0;3
gold wing tour automatic dct;2019;118.0;3
gold wing tour automatic dct;2020;118.0;3
gold wing tour dct;2021;118.0;3
gold wing valkyrie;2015;;3
gold wing valkyrie;2016;;3
gold wing valkyrie;2017;;3
gold wing valkyrie;2018;;3
gold wing valkyrie;2019;;3
gold wing valkyrie abs;2015;;3
goldwing gl1100 standard;1983;82.0;3
gorilla 50;2002;3.1;3
grom;2014;;3
grom;2016;;3
grom;2017;;3
grom;2018;;3
grom;2019;;3
grom;2020;;3
grom;2021;9.9;3
grom;2022;9.9;3
grom 125;2015;;3
grom abs;2018;;3
grom abs;2019;;3
h 100 s;1986;;3
hornet;1999;94.0;3
hornet 2.0;2022;17.0;3
hornet 250;2002;40.0;3
hornet 250;2005;40.0;3
hornet 600;2007;100.0;3
hornet 900;2006;107.0;3
interceptor;2009;;3
interceptor;2011;;3
interceptor;2012;;3
interceptor;2014;;3
interceptor;2015;;3
interceptor;2016;104.0;3
interceptor;2017;104.0;3
interceptor;2018;104.0;3
interceptor abs;2009;;3
interceptor abs;2011;;3
interceptor dlx;2014;;3
interceptor dlx;2015;;3
interceptor dlx;2016;104.0;3
interceptor dlx;2017;104.0;3
interceptor dlx;2018;104.0;3
interstate;2010;;3
interstate;2011;;3
interstate;2012;;3
interstate;2013;;3
interstate;2014;;3
interstate;2015;;3
interstate;2016;;3
interstate;2017;;3
interstate;2018;;3
interstate;2019;;3
interstate abs;2014;;3
interstate abs;2015;;3
interstate abs;2016;;3
interstate abs;2018;;3
livo;2022;8.7;3
livo 110;2017;8.3;3
magna  (supermagna);1988;88.0;3
magna 250;1999;;3
magna 250;2002;27.0;3
magna 50;2002;3.9;3
magna vf750c;1996;80.0;3
mb5;1982;7.0;3
mb50;1979;7.0;3
monkey;2017;3.6;3
monkey;2019;;3
monkey;2020;;3
monkey;2021;;3
monkey 125;2022;9.3;3
monkey 50;2002;3.1;3
msx 125;2014;9.7;3
msx125;2015;9.7;3
msx125;2017;9.7;3
msx125;2018;9.7;3
msx125;2019;9.7;3
msx125;2022;9.9;3
msx125 grom;2021;9.7;3
mt 250 elsinore;1973;;3
mt 50;1979;7.0;3
mtx 200 r;1985;27.0;3
mtx 200 r;1987;27.0;3
mtx 200 rw;1983;26.5;3
mtx 200 rw;1984;26.5;3
navi;2018;7.8;3
navi;2022;7.8;3
nc700s;2012;46.9;3
nc700sa;2013;46.9;3
nc700sd;2013;46.9;3
nc700x;2012;;3
nc700x;2013;;3
nc700x;2014;;3
nc700x;2015;;3
nc700x;2016;;3
nc700x;2017;;3
nc700x;2018;;3
nc700x;2019;;3
nc700x dct;2018;;3
nc700x dct;2019;;3
nc700x dct abs;2014;;3
nc700x dct abs;2015;;3
nc700x dct abs;2016;;3
nc700x dct abs;2017;;3
nc750s;2014;54.0;3
nc750s;2015;54.0;3
nc750s;2016;54.0;3
nc750s;2017;54.0;3
nc750s;2018;54.0;3
nc750s;2019;54.0;3
nc750sa;2016;54.0;3
nc750x;2014;54.0;3
nc750x;2016;54.0;3
nc750x;2017;54.0;3
nc750x;2018;54.0;3
nc750x;2019;54.0;3
nc750x;2020;54.0;3
nc750x;2021;57.8;3
nc750x;2022;57.8;3
nc750x dct;2022;57.8;3
nighthawk 250;2007;;3
nm4;2015;;3
nm4;2016;;3
nm4;2018;;3
nm4;2019;;3
nm4 vultus;2017;;3
nm4-01;2015;;3
nm4-01;2016;;3
nm4-02;2015;;3
nm4-02;2016;;3
nr 750;1992;125.0;3
nr500;1979;100.0;3
ns 125 r;1988;;3
ns 400 r;1985;72.0;3
ns 400 r;1986;72.0;3
ns 400 r;1987;72.0;3
nsr 125;1990;28.2;3
nsr 125;1997;15.0;3
nsr 125;1998;15.0;3
nsr 125;1999;11.4;3
nsr 125;2000;15.0;3
nsr 125;2003;15.0;3
nsr 125 r;2001;15.0;3
nsr 125 r super sprint;1994;28.0;3
nsr 250 r;1989;45.0;3
nsr 50 r;2004;;3
nt 650 deauville;2003;56.0;3
nt 650 hawk;1988;;3
nt 650 hawk gt;1988;58.0;3
nt 650 hawk gt;1989;58.0;3
nt 650 hawk gt;1990;58.0;3
nt 650 hawk gt;1991;58.0;3
nt 650 v deauville;1998;56.0;3
nt 650 v deauville;1999;54.4;3
nt 650 v deauville;2000;56.0;3
nt 650 v deauville;2001;56.0;3
nt 700v abs;2010;;3
nt1100;2022;100.0;3
nt1100 dct;2022;100.0;3
nt700v;2010;;3
nt700v;2011;;3
nt700v abs;2011;;3
nt700v abs;2012;;3
nt700v abs;2013;;3
nt700v deauville;2007;108.0;3
nt700v deauville;2008;64.8;3
nt700v deauville;2009;64.8;3
nt700va deauville;2012;64.8;3
ntv 650;1995;57.0;3
ntv 650;1996;53.0;3
ntv 650;1997;53.0;3
ntv 650 revere;1988;60.0;3
ntv 650 revere;1989;60.0;3
ntv 650 revere;1990;60.0;3
ntv 650 revere;1991;60.0;3
ntv 650 revere;1992;60.0;3
ntv 650 revere (reduced effect #2);1992;27.0;3
ntv 650 revere (reduced effect);1989;50.0;3
ntv 650 revere (reduced effect);1991;50.0;3
ntv 650 revere (reduced effect);1992;50.0;3
nx 125;1988;;3
nx 125 tc trans city;1998;13.0;3
nx 125 trans city;1999;13.0;3
nx 125 trans city;2000;13.0;3
nx 250;1988;26.0;3
nx 250;1990;26.0;3
nx 250;1991;26.0;3
nx 250;1992;26.0;3
nx 250 (reduced effect);1989;17.0;3
nx 250 (reduced effect);1991;17.0;3
nx 250 (reduced effect);1992;17.0;3
nx 650 dominator;1988;44.0;3
nx 650 dominator;1989;44.0;3
nx 650 dominator;1990;44.0;3
nx 650 dominator;1991;44.0;3
nx 650 dominator;1992;44.0;3
nx 650 dominator;1995;43.0;3
nx 650 dominator;1996;43.5;3
nx 650 dominator;1997;44.0;3
nx 650 dominator;1998;44.0;3
nx 650 dominator;1999;44.0;3
nx 650 dominator;2000;44.0;3
nx 650 dominator;2001;44.0;3
nx 650 dominator;2002;41.8;3
nx 650 dominator;2003;41.0;3
nx 650 dominator (reduced effect);1989;27.0;3
nx trans city;1997;13.0;3
nx-4 falcon;2003;;3
nxr bros;2008;14.2;3
pa50 camino;1976;;3
paneuropean;2006;124.0;3
pc 800 pacific coast;1998;57.0;3
pc800 pacific coast;1995;46.0;3
pridor;2022;;3
rc 51;2005;;3
rc 51 - rtv 1000 r;2004;;3
rc142;1959;18.5;3
rc213v repsol;2021;248.0;3
rc213v-s;2016;101.0;3
rc213v-s;2017;101.0;3
rc213v-s;2018;101.0;3
rc51;2006;;3
rebel;2006;;3
rebel;2008;;3
rebel;2009;;3
rebel;2011;;3
rebel;2012;;3
rebel;2013;;3
rebel;2014;;3
rebel;2015;;3
rebel;2016;;3
rebel 1100;2021;;3
rebel 1100;2022;;3
rebel 1100 dct;2021;;3
rebel 250;2002;17.5;3
rebel 250;2007;;3
rebel 250 ed - rebel 250 g;2000;17.0;3
rebel 300;2017;;3
rebel 300;2018;;3
rebel 300;2019;;3
rebel 300;2020;;3
rebel 300;2021;;3
rebel 300;2022;;3
rebel 300 abs;2018;;3
rebel 300 abs;2019;;3
rebel 500;2017;48.0;3
rebel 500;2018;48.0;3
rebel 500;2019;46.9;3
rebel 500;2020;46.9;3
rebel 500;2021;46.9;3
rebel 500;2022;46.9;3
rebel 500 abs;2018;48.0;3
rebel 500 abs;2019;48.0;3
rebel 500 abs se;2021;46.9;3
rune;2007;;3
rvf - rc 45;1996;120.0;3
rvf 400 rt;1996;;3
rvf 750 (rc-45);1999;120.0;3
rvf 750 - rc 45;1997;120.0;3
rvf 750 - rc 45;1998;120.0;3
rvt 1000 r - rc 51;2002;;3
s 110;1980;;3
sabre;2010;;3
sabre;2011;;3
sabre;2012;;3
sabre;2013;;3
sabre;2014;;3
sabre;2015;;3
sabre;2016;;3
sabre;2017;;3
sabre abs;2010;;3
sabre abs;2011;;3
sabre abs;2014;;3
sabre abs;2015;;3
sabre abs;2016;;3
sabre abs;2017;;3
shadow 125;2002;15.0;3
shadow 125;2006;14.8;3
shadow 400;2002;33.0;3
shadow 400;2016;30.8;3
shadow 750;2007;44.3;3
shadow 750 black spirit;2010;44.9;3
shadow 750 c-abs;2010;44.9;3
shadow 750 c-abs;2011;44.9;3
shadow aero;2005;;3
shadow aero;2006;;3
shadow aero;2007;;3
shadow aero;2008;;3
shadow aero;2009;43.0;3
shadow aero;2011;;3
shadow aero;2012;;3
shadow aero;2013;;3
shadow aero;2014;;3
shadow aero;2015;;3
shadow aero;2016;;3
shadow aero;2017;;3
shadow aero;2018;;3
shadow aero;2019;;3
shadow aero;2020;;3
shadow aero;2022;;3
shadow aero abs;2014;;3
shadow aero abs;2015;;3
shadow aero abs;2016;;3
shadow aero abs;2017;46.0;3
shadow aero abs;2018;46.0;3
shadow classic 400;2011;;3
shadow classic 400;2013;30.8;3
shadow classic 400;2015;30.8;3
shadow classic 400;2016;31.0;3
shadow custom 400;2011;;3
shadow custom 400;2013;30.8;3
shadow phantom;2011;;3
shadow phantom;2012;;3
shadow phantom;2013;;3
shadow phantom;2014;;3
shadow phantom;2015;;3
shadow phantom;2016;;3
shadow phantom;2017;;3
shadow phantom;2018;;3
shadow phantom;2019;;3
shadow phantom;2020;;3
shadow phantom;2022;;3
shadow rs;2010;44.9;3
shadow rs;2011;;3
shadow rs;2012;;3
shadow rs;2013;;3
shadow rs;2014;;3
shadow rs;2015;;3
shadow rs;2016;;3
shadow rs;2017;;3
shadow sabre;2004;;3
shadow sabre;2005;;3
shadow sabre;2006;;3
shadow sabre;2007;;3
shadow slasher;2006;32.2;3
shadow slasher 400;2002;33.0;3
shadow spirit;2004;;3
shadow spirit;2005;;3
shadow spirit;2006;;3
shadow spirit;2007;;3
shadow spirit 750;2005;;3
shadow spirit 750;2006;;3
shadow spirit 750;2008;;3
shadow spirit 750;2009;;3
shadow spirit 750;2010;;3
shadow spirit 750;2011;;3
shadow spirit 750;2012;;3
shadow spirit 750;2013;;3
shadow spirit 750;2014;;3
shadow spirit 750;2015;;3
shadow spirit 750;2016;;3
shadow spirit 750;2017;46.0;3
shadow spirit 750 (vt 750 c2);2007;;3
shadow spirit 750 (vt750c2);2008;;3
shadow spirit 750 abs;2014;;3
shadow spirit 750 abs;2015;;3
shadow spirit 750 abs;2016;;3
shadow spirit 750 abs;2017;46.0;3
shadow spirit 750 dc (vt 750 dc);2007;;3
shadow vlx;2005;;3
shadow vlx;2006;;3
shadow vlx;2007;;3
shadow vlx deluxe;2006;;3
shadow vlx deluxe;2007;;3
shadow vtx deluxe;2005;;3
shine;2014;10.3;3
shine;2020;10.1;3
shine;2022;10.6;3
sl 125;1972;12.0;3
sl 125;1973;12.0;3
sl 125 s;1974;12.0;3
sl 125 s;1975;12.0;3
sl 175;1971;;3
sl 230;2002;20.0;3
sl 250;1971;;3
sl 70;1971;;3
sl 70;1973;;3
slr 650;1997;44.0;3
slr 650;1998;44.0;3
slr 650;1999;34.0;3
sp125;2022;10.7;3
st 1100 pan european;1990;100.0;3
st 1100 pan european;1991;100.0;3
st 1100 pan european;1992;100.0;3
st 1100 pan european;1994;100.0;3
st 1100 pan european;1995;100.0;3
st 1100 pan-european;1996;100.0;3
st 1100 pan-european;2001;98.0;3
st 1100 pan-european abs;1997;100.0;3
st 1100 pan-european abs;1998;100.0;3
st 1100 pan-european cbs-abs;1996;100.0;3
st 1100 pan-european std;1997;100.0;3
st 1100 pan-european std;1998;100.0;3
st 1100 pan-european std - st 1100 pan-european cbs-abs with tcs;2000;100.0;3
st 1300;2004;118.0;3
st 1300;2005;118.0;3
st 1300;2008;;3
st 1300 abs;2004;118.0;3
st 1300 abs;2005;118.0;3
st 1300 abs;2008;;3
st 1300 abs;2010;;3
st 1300 pan european;2003;119.0;3
st 1300 pan-european;2007;;3
st 1300 pan-european abs;2007;;3
st 70 dax;1978;5.2;3
st1300;2010;;3
st1300 abs;2011;;3
st1300 abs;2012;;3
st1300 abs;2014;;3
st1300 abs;2015;;3
st1300 abs;2016;124.0;3
st1300 abs;2017;126.0;3
st1300 abs;2018;126.0;3
st1300 abs pan european;2009;;3
st1300 pan european;2009;;3
st1300 pan-european;2011;;3
st1300 pan-european;2012;117.0;3
st1300 pan-european;2017;126.0;3
st1300 pan-european;2018;126.0;3
st1300a pan-european;2014;117.0;3
st1300a pan-european abs;2013;;3
stateline;2010;;3
stateline;2011;;3
stateline;2012;;3
stateline;2013;;3
stateline;2014;;3
stateline;2015;;3
stateline;2016;;3
stateline;2017;;3
stateline;2018;;3
stateline;2019;;3
stateline abs;2010;;3
stateline abs;2011;;3
stateline abs;2014;;3
stateline abs;2015;;3
stateline abs;2016;;3
stateline abs;2017;;3
stateline abs;2018;;3
steed 400;2002;31.0;3
stunner;2014;11.6;3
super cub 125x;2022;9.7;3
tiger 2000;1997;;3
tmx 125 alpha;2015;9.7;3
tmx 125 alpha;2022;;3
tmx 155;2013;12.5;3
tmx supremo;2013;10.5;3
tmx supremo;2014;10.5;3
tmx supremo;2015;10.5;3
tmx supremo;2022;;3
trail 125;2021;;3
trail 125;2022;;3
transalp;2013;59.1;3
unicorn;2014;13.3;3
unicorn;2022;12.7;3
v-twin magna;2006;26.8;3
v30 magna;1984;64.0;3
v65 vf1100s sabre;1985;121.0;3
valkyrie;2004;;3
valkyrie;2014;;3
valkyrie abs;2014;;3
valkyrie rune;2004;;3
varadero 125;2001;15.0;3
varadero 125;2002;15.0;3
varadero 125;2006;14.8;3
varadero 125;2009;14.2;3
varadero 125;2011;14.2;3
varadero 125;2015;14.2;3
varadero 125 dx;2010;14.2;3
varadero 125 dx;2011;14.2;3
vf 1000 f;1984;116.0;3
vf 1000 f;1985;116.0;3
vf 1000 f;1986;116.0;3
vf 1000 f;1987;116.0;3
vf 1000 f (reduced effect);1984;100.0;3
vf 1000 f (reduced effect);1985;100.0;3
vf 1000 f (reduced effect);1986;100.0;3
vf 1000 f 2;1984;100.0;3
vf 1000 f 2;1985;100.0;3
vf 1000 f 2;1986;100.0;3
vf 1000 f 2;1987;100.0;3
vf 1000 r;1984;122.0;3
vf 1000 r;1985;122.0;3
vf 1000 r;1986;122.0;3
vf 1000 r (reduced effect);1984;100.0;3
vf 1000 r (reduced effect);1985;100.0;3
vf 1000 r (reduced effect);1986;100.0;3
vf 1100 c;1984;100.0;3
vf 1100 c;1985;100.0;3
vf 1100 c;1986;100.0;3
vf 1100 c - v65 magna;1983;116.0;3
vf 1100 s;1984;121.0;3
vf 1100 s sabre v65;1984;121.0;3
vf 400 f;1986;53.0;3
vf 400 f;1987;55.0;3
vf 500 f;1984;70.0;3
vf 500 f;1985;70.0;3
vf 500 f;1986;70.0;3
vf 500 f 2;1984;70.0;3
vf 500 f 2;1985;70.0;3
vf 500 f 2;1986;70.0;3
