model;year;horse_power;manufacturer_id
fz fi;2017;13.2;5
fz fi;2020;12.2;5
fz-07;2015;;5
fz-07;2016;;5
fz-07;2017;;5
fz-09;2014;115.0;5
fz-09;2015;115.0;5
fz-09;2017;115.0;5
fz-10;2017;;5
fz-fi;2022;12.4;5
fz-s;2018;14.0;5
fz-s fi;2020;13.2;5
fz-s fi;2021;12.0;5
fz-s fi;2022;12.4;5
fz-s fi deluxe;2022;12.4;5
fz-x;2021;12.0;5
fz-x;2022;12.4;5
fz1;2005;146.0;5
fz1;2006;147.0;5
fz1;2007;;5
fz1;2008;;5
fz1;2009;;5
fz1;2010;;5
fz1;2011;147.0;5
fz1;2012;;5
fz1;2013;;5
fz1;2014;;5
fz1;2015;;5
fz1;2016;;5
fz1;2017;;5
fz1 abs;2008;147.0;5
fz1 abs;2009;147.0;5
fz1 abs;2010;147.0;5
fz1 abs;2011;147.0;5
fz1 abs;2013;147.0;5
fz1 fazer;2006;147.0;5
fz1 fazer;2007;147.0;5
fz1 fazer;2008;147.0;5
fz1 fazer;2009;147.0;5
fz1 fazer;2010;147.0;5
fz1 fazer;2011;147.0;5
fz1 fazer;2012;147.0;5
fz1 fazer;2013;147.0;5
fz1 fazer;2014;150.0;5
fz1 fazer;2015;150.0;5
fz1 fazer abs;2007;147.0;5
fz1 fazer abs;2008;147.0;5
fz1 fazer abs;2009;147.0;5
fz1 fazer abs;2010;147.0;5
fz1 fazer abs;2011;147.0;5
fz1 fazer abs;2013;147.0;5
fz1 fazer abs;2014;147.0;5
fz1-n;2012;;5
fz16;2008;14.0;5
fz16;2011;14.0;5
fz16;2017;;5
fz16;2018;14.0;5
fz25;2017;20.9;5
fz6;2005;;5
fz6;2006;96.6;5
fz6;2007;;5
fz6;2008;;5
fz6;2009;;5
fz6;2010;;5
fz6 abs;2007;76.4;5
fz6 abs;2008;76.4;5
fz6 fazer;2007;76.4;5
fz6 fazer;2008;76.4;5
fz6 fazer abs;2006;96.6;5
fz6 fazer abs;2007;76.4;5
fz6 fazer abs;2008;76.4;5
fz6 fazer s2;2007;96.6;5
fz6 fazer s2;2008;96.6;5
fz6 fazer s2;2009;96.6;5
fz6 fazer s2 abs;2007;96.6;5
fz6 fazer s2 abs;2008;96.6;5
fz6 fazer s2 abs;2009;96.6;5
fz6 s2;2007;96.6;5
fz6 s2;2008;96.6;5
fz6 s2;2009;96.6;5
fz6 s2 abs;2007;96.6;5
fz6 s2 abs;2008;96.6;5
fz6 s2 abs;2009;96.6;5
fz6n;2011;;5
fz6r;2009;;5
fz6r;2010;;5
fz6r;2011;;5
fz6r;2012;;5
fz6r;2013;;5
fz6r;2014;;5
fz6r;2015;;5
fz6r;2016;;5
fz6r;2017;;5
fz6r;2018;;5
fz8;2010;104.0;5
fz8;2011;104.0;5
fz8;2012;;5
fz8;2013;;5
fz8;2014;104.0;5
fz8;2015;104.0;5
fz8 abs;2011;104.0;5
fz8 wgp 50th anniversary;2012;;5
fz8-n;2012;;5
fz8n abs;2013;;5
fzi;2018;13.2;5
fzi;2022;13.0;5
fzr 1000;1989;145.0;5
fzr 1000;1990;145.0;5
fzr 1000;1991;145.0;5
fzr 1000;1992;145.0;5
fzr 1000;1995;145.0;5
fzr 1000 (reduced effect);1989;100.0;5
fzr 1000 (reduced effect);1990;100.0;5
fzr 1000 (reduced effect);1991;100.0;5
fzr 1000 (reduced effect);1992;100.0;5
fzr 1000 genesis;1987;135.0;5
fzr 1000 genesis;1988;135.0;5
fzr 1000 genesis (reduced effect);1987;100.0;5
fzr 1000 genesis (reduced effect);1988;100.0;5
fzr 250;1988;45.0;5
fzr 400;1988;;5
fzr 400;1989;;5
fzr 400 r genesis;1993;;5
fzr 400 rr;1991;56.3;5
fzr 600;1989;91.0;5
fzr 600;1990;91.0;5
fzr 600;1991;91.0;5
fzr 600;1992;91.0;5
fzr 600;1999;;5
fzr 600 (reduced effect #2);1989;27.0;5
fzr 600 (reduced effect #2);1990;27.0;5
fzr 600 (reduced effect #2);1991;27.0;5
fzr 600 (reduced effect #2);1992;27.0;5
fzr 600 (reduced effect);1989;50.0;5
fzr 600 (reduced effect);1990;50.0;5
fzr 600 (reduced effect);1991;50.0;5
fzr 600 (reduced effect);1992;50.0;5
fzr 600 r;1995;98.0;5
fzr 750 genesis;1988;121.0;5
fzr 750 genesis (reduced effect);1988;100.0;5
fzr 750 r;1989;121.0;5
fzr 750 r;1990;121.0;5
fzr 750 r;1992;121.0;5
fzr 750 r (reduced effect);1989;100.0;5
fzr 750 r (reduced effect);1992;100.0;5
fzs;2009;14.0;5
fzs;2017;14.0;5
fzs 1000 fazer;2001;143.0;5
fzs 1000 fazer;2002;143.0;5
fzs 1000 fazer;2003;143.0;5
fzs 1000 fazer;2004;141.0;5
fzs 25;2021;20.5;5
fzs 25;2022;20.8;5
fzs 600 fazer;1998;95.0;5
fzs 600 fazer;1999;95.0;5
fzs 600 fazer;2001;95.0;5
fzs 600 fazer;2002;95.0;5
fzs 600 fazer;2003;95.0;5
fzs 600 n;2000;95.0;5
fzs 600 s;2000;95.0;5
fzs 600 s fazer;2001;95.0;5
fzs fi;2017;13.2;5
fzx 700 fazer;1986;;5
fzx 750;1987;94.0;5
fzx 750;1988;94.0;5
fzx 750;1989;94.0;5
fzx 750 fazer;1986;99.0;5
fzx 750 fazer;1998;88.0;5
g5;2007;10.2;5
gladiator;2007;10.7;5
gladiator type j.a.;2007;;5
gt80 b;1975;4.9;5
gts 1000;1995;100.0;5
gts 1000;1996;100.0;5
gts 1000 abs;1997;100.0;5
gts 1000 abs;1998;98.0;5
it;1979;36.7;5
it 175 d;1977;14.0;5
it 250;1982;;5
it 250 e;1978;26.1;5
it 490;1983;35.0;5
jt1mx mini enduro;1971;;5
ks 250;1970;;5
ls 2;1972;;5
maxim x;1985;93.0;5
midnight warrior;2006;;5
midnight warrior;2007;;5
midnight warrior;2008;;5
midnight warrior;2009;;5
monster energy   motogp edition yzf-r3;2020;;5
mr50;1980;;5
mt-01;2005;90.0;5
mt-01;2006;88.9;5
mt-01;2007;88.9;5
mt-01;2008;88.9;5
mt-01;2009;88.9;5
mt-01;2011;88.9;5
mt-01;2012;90.0;5
mt-03;2004;;5
mt-03;2006;44.8;5
mt-03;2007;44.8;5
mt-03;2008;47.3;5
mt-03;2009;47.3;5
mt-03;2011;47.3;5
mt-03;2013;47.3;5
mt-03;2016;42.0;5
mt-03;2017;42.0;5
mt-03;2018;42.0;5
mt-03;2019;;5
mt-03;2020;42.0;5
mt-03;2021;42.0;5
mt-03;2022;42.0;5
mt-07;2014;47.3;5
mt-07;2015;73.8;5
mt-07;2016;74.0;5
mt-07;2017;74.0;5
mt-07;2018;74.0;5
mt-07;2019;74.0;5
mt-07;2020;74.0;5
mt-07;2021;74.0;5
mt-07;2022;74.0;5
mt-07 abs;2015;73.8;5
mt-07 moto cage;2016;73.8;5
mt-07 moto cage;2017;73.8;5
mt-07 moto cage abs;2015;73.8;5
mt-07 tr;2018;;5
mt-07 tr;2019;;5
mt-07ho;2018;74.0;5
mt-07ho;2020;74.0;5
mt-07ho;2021;74.0;5
mt-07ho;2022;74.0;5
mt-07la;2018;;5
mt-07la;2020;;5
mt-07la;2021;;5
mt-09;2014;113.0;5
mt-09;2015;113.0;5
mt-09;2016;113.0;5
mt-09;2017;113.0;5
mt-09;2018;113.0;5
mt-09;2019;113.0;5
mt-09;2021;;5
mt-09;2022;;5
mt-09 abs;2015;113.0;5
mt-09 sp;2018;113.0;5
mt-09 sp;2021;;5
mt-09 sp;2022;;5
mt-09 sport tracker;2016;115.0;5
mt-09 sport tracker abs;2015;115.0;5
mt-09 street rally;2014;115.0;5
mt-09 street rally;2016;115.0;5
mt-09 street rally abs;2015;115.0;5
mt-09 tr;2018;115.0;5
mt-09 tr;2019;115.0;5
mt-09 tracer;2016;115.0;5
mt-09 tracer;2017;115.0;5
mt-09 tracer;2018;115.0;5
mt-09 tracer abs;2015;115.0;5
mt-10;2016;;5
mt-10;2017;160.0;5
mt-10;2018;160.0;5
mt-10;2019;160.0;5
mt-10;2020;160.0;5
mt-10;2021;160.0;5
mt-10;2022;165.0;5
mt-10 sp;2017;160.0;5
mt-10 sp;2018;160.0;5
mt-10 sp;2020;158.0;5
mt-10 sp;2021;158.0;5
mt-10 sp;2022;164.0;5
mt-10 tourer edition;2018;160.0;5
mt-10 tourer edition;2019;160.0;5
mt-10 tourer edition;2020;158.0;5
mt-125;2015;14.8;5
mt-125;2016;15.0;5
mt-125;2017;15.0;5
mt-125;2018;15.0;5
mt-125;2019;15.0;5
mt-125;2021;14.8;5
mt-125;2022;14.8;5
mt-125 abs;2015;14.8;5
mt-15;2020;15.0;5
mt-15;2021;18.2;5
mt-15;2022;18.2;5
mt-25;2017;30.0;5
mt-25;2018;36.0;5
mt07tr;2020;73.8;5
mt09tr;2020;115.0;5
mt09tr;2021;115.0;5
mt09tr gt;2020;115.0;5
mt09tr gt;2021;115.0;5
mt125;2020;15.0;5
niken;2018;115.0;5
niken;2019;115.0;5
niken;2022;115.0;5
niken gt;2019;115.0;5
niken gt;2020;115.0;5
niken gt;2021;113.0;5
pw 50;2007;;5
pw 80;2004;4.7;5
pw50;2008;;5
pw50;2010;;5
pw50;2011;;5
pw50;2012;;5
pw50;2013;;5
pw50;2014;;5
pw50;2015;;5
pw50;2016;;5
pw80;2007;4.4;5
pw80;2008;4.7;5
pw80;2009;4.7;5
r 3;1970;36.0;5
r 5;1970;35.0;5
r 5;1971;35.0;5
r 5 f;1972;35.0;5
r1;2021;197.0;5
r1;2022;197.0;5
r1 gytr vr46;2022;197.0;5
r1 world gp 60th anniversary;2022;197.0;5
r125;2021;14.8;5
r125;2022;14.8;5
r125 world gp 60th anniversary;2022;14.8;5
r15;2022;18.4;5
r15 v4;2022;18.1;5
r15m;2022;18.4;5
r15m motogp edition;2022;18.4;5
r15s;2022;18.4;5
r1m;2020;189.0;5
r1m;2021;197.0;5
r1m;2022;197.0;5
r3;2021;41.4;5
r3;2022;41.4;5
r3 world gp 60th anniversary;2022;41.4;5
r6 gytr;2022;116.0;5
r6 race;2021;116.0;5
r6 race;2022;116.0;5
r7;2021;72.4;5
r7;2022;72.4;5
r7  world gp 60th anniversary;2022;72.4;5
raider;2008;;5
raider;2009;;5
raider;2011;;5
raider;2017;;5
raider;2018;;5
raider bullet cowl;2017;;5
raider s;2008;;5
raider s;2009;;5
raider s;2011;;5
raider s;2017;;5
rd 125;1973;17.0;5
rd 125;1974;17.0;5
rd 125;1975;17.0;5
rd 125 dx;1976;17.0;5
rd 125 dx;1978;17.0;5
rd 125 lc;1982;17.0;5
rd 125 lc;1983;17.0;5
rd 200;1975;22.0;5
rd 200;1978;17.0;5
rd 200;1979;17.0;5
rd 200 dx;1976;22.0;5
rd 200 dx;1977;17.0;5
rd 250;1975;32.0;5
rd 250;1977;27.0;5
rd 250;1978;27.0;5
rd 250;1979;27.0;5
rd 250;1980;38.0;5
rd 250;1981;38.0;5
rd 250;1985;;5
rd 250 (5-speed);1973;30.0;5
rd 250 (5-speed);1974;30.0;5
rd 250 (6-speed);1973;30.0;5
rd 250 (6-speed);1974;30.0;5
rd 250 (reduced effect);1981;27.0;5
rd 250 dx;1976;27.0;5
rd 250 lc;1982;38.0;5
rd 250 lc;1983;38.0;5
rd 250 lc (reduced effect);1982;27.0;5
rd 350;1975;39.0;5
rd 350;1980;49.0;5
rd 350;1981;49.0;5
rd 350;1985;63.0;5
rd 350;1986;63.0;5
rd 350;1987;63.0;5
rd 350;1988;63.0;5
rd 350 (5-speed);1973;39.0;5
rd 350 (5-speed);1974;39.0;5
rd 350 (6-speed);1973;39.0;5
rd 350 (6-speed);1974;39.0;5
rd 350 (reduced effect);1986;50.0;5
rd 350 (reduced effect);1988;50.0;5
rd 350 f;1985;63.0;5
rd 350 f;1986;63.0;5
rd 350 f;1987;63.0;5
rd 350 f;1988;63.0;5
rd 350 f;1989;50.0;5
rd 350 f;1990;50.0;5
rd 350 f (reduced effect);1985;50.0;5
rd 350 f (reduced effect);1986;50.0;5
rd 350 f (reduced effect);1987;50.0;5
rd 350 f (reduced effect);1990;27.0;5
rd 350 lc;1982;49.0;5
rd 350 lc ypvs;1983;58.0;5
rd 350 lc ypvs;1984;58.0;5
rd 350 lc ypvs (reduced effect);1983;50.0;5
rd 350 lc ypvs (reduced effect);1984;50.0;5
rd 350 n;1989;50.0;5
rd 350 n;1990;50.0;5
rd 350 n (reduced effect);1989;27.0;5
rd 350 n (reduced effect);1990;27.0;5
rd 350r ypvs;1993;;5
rd 400;1978;43.0;5
rd 400;1979;43.0;5
rd 400 c;1976;43.0;5
rd 400 c;1977;43.0;5
rd 500 lc;1984;88.0;5
rd 500 lc;1985;88.0;5
rd 500 lc;1986;88.0;5
rd 500 lc;1987;88.0;5
rd 80 lc;1982;10.0;5
rd350b;1983;30.5;5
road star;2006;;5
road star;2007;;5
road star;2008;;5
road star;2009;;5
road star;2011;;5
road star;2012;;5
road star 1700;2005;;5
road star midnight;2006;;5
road star midnight;2007;;5
road star midnight silverado;2006;;5
road star midnight silverado;2007;;5
road star midnight silverado 1700;2004;;5
road star midnight silverado 1700;2005;;5
road star s;2008;;5
road star s;2009;;5
road star s;2010;;5
road star s;2011;;5
road star s;2012;;5
road star s;2013;;5
road star s;2014;;5
road star s;2015;;5
road star s;2016;;5
road star silverado;2006;85.0;5
road star silverado;2007;;5
road star silverado;2008;;5
road star silverado;2009;;5
road star silverado;2010;;5
road star silverado;2011;;5
road star silverado;2012;;5
road star silverado 1700;2005;62.6;5
road star silverado s;2008;;5
road star silverado s;2009;;5
road star silverado s;2010;;5
road star silverado s;2011;;5
road star silverado s;2012;;5
road star silverado s;2013;;5
road star silverado s;2014;;5
road star silverado s;2015;;5
road star silverado s;2016;;5
road star warrior 1700;2005;83.1;5
roadliner;2006;;5
roadliner;2007;;5
roadliner midnight;2006;;5
roadliner midnight;2007;;5
roadliner midnight;2008;;5
roadliner midnight;2009;;5
roadliner midnight;2011;;5
roadliner s;2006;;5
roadliner s;2007;;5
roadliner s;2008;;5
roadliner s;2009;;5
roadliner s;2011;;5
roadliner xv1900a;2017;;5
royal star midnight venture 1300;2005;98.0;5
royal star tour deluxe;2005;;5
royal star tour deluxe;2006;;5
royal star tour deluxe;2007;;5
royal star tour deluxe;2008;;5
royal star tour deluxe;2009;;5
royal star tour deluxe;2011;97.0;5
royal star tour deluxe;2012;97.0;5
royal star tour deluxe;2013;97.0;5
royal star venture;2006;;5
royal star venture;2007;;5
royal star venture;2008;;5
royal star venture;2009;;5
royal star venture;2011;97.0;5
royal star venture;2012;97.0;5
royal star venture 1300;2005;98.0;5
royal star venture s;2010;;5
royal star venture s;2011;97.0;5
royal star venture s;2012;97.0;5
royal star venture s;2013;97.0;5
royal star venture s;2014;97.0;5
rs 100;1975;10.5;5
rs 100;1978;10.0;5
rs 100;1980;10.0;5
rs 100;1981;10.0;5
rs 100 dx;1976;10.5;5
rs 100 dx;1977;10.5;5
rs 100 tourque induction;1996;;5
rs 125;1976;;5
rs 125;1980;;5
rs 200;1978;;5
rs 200;1981;22.0;5
rs100;2000;11.0;5
rs200;1979;;5
rs200;1980;;5
rx 100;1990;11.5;5
rx 125;1979;13.0;5
rx 135;1987;11.0;5
rz 350;1984;;5
rz 50;2002;7.2;5
rz 50;2006;7.1;5
saluto;2017;8.2;5
saluto;2018;8.2;5
saluto 125;2020;8.2;5
saluto disk brake;2017;8.2;5
saluto rx;2017;7.4;5
saluto rx;2020;7.4;5
scr 950;2017;51.4;5
scr 950;2018;51.4;5
scr 950;2020;53.6;5
scr 950;2021;53.6;5
sdr 200;1986;33.0;5
seca;1982;73.0;5
serow 225 we;2002;20.0;5
serow 250;2011;28.2;5
serow 250;2012;18.0;5
serow 250;2015;18.0;5
serow 250;2018;18.0;5
serow 250 25th anniversary special;2011;18.8;5
serow 250 final edition;2022;18.0;5
sr 125;1997;12.0;5
sr 125;1998;12.0;5
sr 125;2000;;5
sr 125;2001;12.0;5
sr 250 se;1982;17.0;5
sr 250 se;1983;17.0;5
sr 250 special;1981;20.0;5
sr 250 special (reduced effect);1981;17.0;5
sr 250 us. custom;1980;17.0;5
sr 400;2002;27.0;5
sr 400;2012;27.0;5
sr 400;2014;22.9;5
sr 400 35-years;2014;22.9;5
sr 500;1978;27.0;5
sr 500;1983;27.0;5
sr 500;1984;27.0;5
sr 500;1985;34.0;5
sr 500;1986;27.0;5
sr 500;1987;27.0;5
sr 500;1988;27.0;5
sr 500;1992;27.0;5
sr 500;1995;23.5;5
sr 500;1997;24.0;5
sr 500;1998;22.0;5
sr 500;1999;24.0;5
sr 500 g (cast wheels);1979;27.0;5
sr 500 g (cast wheels);1980;27.0;5
sr 500 g (cast wheels);1981;27.0;5
sr 500 s;1982;27.0;5
sr 500 s;1990;27.0;5
sr 500 s;1991;27.0;5
sr 500 s (spoked wheels);1979;27.0;5
sr 500 s (spoked wheels);1980;27.0;5
sr 500 t;1991;27.0;5
sr400;2011;27.0;5
sr400;2015;22.9;5
sr400;2016;22.9;5
sr400;2017;22.9;5
sr400;2018;22.9;5
sr400;2019;22.9;5
sr400 b.s.r;2014;22.9;5
sr400 final edition;2022;22.9;5
sr400 gibbonslap;2015;22.9;5
sr400 homage by benders;2015;22.9;5
sr400 lightening by deus;2015;22.9;5
sr400 stallion and bronco;2015;22.9;5
sr400 wrenchmonkees gibbonslap;2014;22.9;5
sr400 yard built by krugger;2017;22.9;5
srx 250;1987;17.0;5
srx 6;1986;42.0;5
srx 6;1987;42.0;5
srx 6;1988;42.0;5
srx 6;1989;42.0;5
srx 6;1990;42.0;5
srx 6 (reduced effect);1986;27.0;5
srx 6 (reduced effect);1987;27.0;5
srx 6 (reduced effect);1989;27.0;5
srx 6 (reduced effect);1990;27.0;5
st 125;1998;36.0;5
star bolt;2014;;5
star bolt;2015;;5
star bolt;2016;;5
star bolt c-spec;2015;;5
star bolt c-spec;2016;;5
star bolt r-spec;2014;;5
star bolt r-spec;2015;;5
star bolt r-spec;2016;;5
star eluder;2018;89.9;5
star midnight warrior;2011;;5
star midnight warrior;2012;;5
star midnight warrior;2013;;5
star raider;2010;;5
star raider;2012;;5
star raider;2013;;5
star raider;2014;;5
star raider;2015;;5
star raider;2016;;5
star raider bullet cowl;2015;;5
star raider bullet cowl;2016;;5
star raider s;2010;;5
star raider s;2012;;5
star raider s;2013;;5
star raider s;2014;;5
star raider s;2015;;5
star raider s;2016;;5
star raider scl;2012;;5
star raider scl;2013;;5
star raider scl;2014;;5
star raider scl;2015;;5
star raider scl;2016;;5
star roadliner midnight;2012;;5
star roadliner midnight;2013;;5
star roadliner s;2010;;5
star roadliner s;2012;;5
star roadliner s;2013;;5
star roadliner s;2014;;5
star roadliner s;2015;;5
star roadliner s;2016;;5
star stratoliner;2012;;5
star stratoliner;2013;;5
star stratoliner deluxe;2010;;5
star stratoliner deluxe;2012;;5
star stratoliner deluxe;2013;;5
star stratoliner deluxe;2014;;5
star stratoliner deluxe;2015;;5
star stratoliner deluxe;2016;;5
star stratoliner s;2010;;5
star stratoliner s;2012;;5
star stratoliner s;2013;;5
star stratoliner s;2014;;5
star stratoliner s;2015;;5
star stratoliner s;2016;;5
star stryker;2012;;5
star stryker;2013;;5
star stryker;2014;;5
star stryker;2015;;5
star stryker;2016;;5
star stryker bullet cowl;2015;;5
star stryker bullet cowl;2016;;5
star venture;2018;;5
star venture;2020;;5
star venture;2021;;5
star venture;2022;;5
star venture tc;2020;;5
star venture transcontinental;2018;;5
star vmax;2012;;5
star vmax;2016;200.0;5
star warrior;2011;;5
star warrior;2012;;5
star warrior;2013;;5
stratoliner;2006;;5
stratoliner;2007;;5
stratoliner;2009;;5
stratoliner;2011;;5
stratoliner deluxe;2011;;5
stratoliner midnight;2006;;5
stratoliner midnight;2007;;5
stratoliner midnight;2008;;5
stratoliner s;2006;;5
stratoliner s;2007;;5
stratoliner s;2008;;5
stratoliner s;2009;;5
stratoliner s;2011;;5
stryker;2011;;5
stryker;2017;;5
stryker;2018;;5
stryker bullet cowl;2017;;5
super tenere;2013;;5
super tenere;2014;;5
super tenere;2016;112.0;5
super tenere;2017;112.0;5
super tenere;2018;112.0;5
super tenere 1200ze;2020;112.0;5
super tenere 1200ze raid edition;2020;112.0;5
super tenere es;2014;;5
super tenere es;2016;112.0;5
super tenere es;2017;112.0;5
super tenere es;2018;112.0;5
super tenere es;2019;112.0;5
super tenere es;2020;112.0;5
super tenere es;2021;112.0;5
super tenere es;2022;112.0;5
super tenere worldcrosser;2014;112.0;5
super tenere worldcrosser;2015;112.0;5
sz;2020;12.1;5
sz;2021;11.9;5
sz;2022;12.1;5
sz-rr version 2;2017;12.1;5
sz-rr version 2;2020;12.1;5
sz-rr version 2.0;2018;12.1;5
szr;2017;;5
szr;2018;;5
szr 660;1996;48.0;5
szr 660;1997;48.0;5
szr 660;1998;48.0;5
td125lc;1985;16.0;5
tdm 850;1991;78.0;5
tdm 850;1992;78.0;5
tdm 850;1995;77.0;5
tdm 850;1996;77.0;5
tdm 850;1997;80.0;5
tdm 850;1998;80.0;5
tdm 850;2000;77.0;5
tdm 850;2001;82.0;5
tdm 900;2002;86.2;5
tdm 900;2003;85.0;5
tdm 900;2004;;5
tdm 900;2006;85.0;5
tdm 900;2007;85.0;5
tdm 900;2008;85.0;5
tdm 900;2009;85.0;5
tdm 900;2011;85.0;5
tdm 900;2012;85.0;5
tdm 900;2013;85.0;5
tdm 900 - a;2006;85.0;5
tdm 900 - a;2007;85.0;5
tdm 900a;2009;85.0;5
tdm 900a;2010;85.0;5
tdm900a;2008;85.0;5
tdr 125;1997;15.0;5
tdr 125;1998;15.0;5
tdr 125;1999;15.0;5
tdr 125;2001;15.0;5
tdr 125;2002;15.0;5
tdr 250;1988;50.0;5
tdr 250;1989;50.0;5
tdr 250;1990;50.0;5
tenere 700;2019;73.8;5
tenere 700;2020;73.8;5
tenere 700;2021;73.8;5
tenere 700;2022;73.8;5
tenere 700 rally;2022;72.4;5
tenere 700 rally edition;2021;72.4;5
tmax hypermodified;2014;45.9;5
tr 1;1981;69.0;5
tr 1;1982;69.0;5
tr 1;1983;69.0;5
tracer 7;2021;72.4;5
tracer 7;2022;72.4;5
tracer 7 gt;2021;72.4;5
tracer 7 gt;2022;72.4;5
tracer 700;2017;73.8;5
tracer 700;2018;73.8;5
tracer 700;2019;73.8;5
tracer 700 gt;2019;73.8;5
tracer 9;2021;119.0;5
tracer 9;2022;119.0;5
tracer 9 gt;2021;119.0;5
tracer 9 gt;2022;119.0;5
tracer 900;2017;115.0;5
tracer 900;2018;115.0;5
tracer 900;2019;115.0;5
tracer 900;2020;115.0;5
tracer 900 gt;2018;115.0;5
tracer 900 gt;2019;115.0;5
tracer 900 gt;2020;115.0;5
tricker;2006;18.8;5
tricker;2011;19.0;5
tricker;2012;18.0;5
tricker;2015;19.0;5
trx 850;1996;80.0;5
trx 850;1997;83.0;5
trx 850;1998;83.0;5
trx 850;1999;83.0;5
tt 225;1987;;5
tt 250;1980;;5
tt 350;1991;33.0;5
tt 600;1990;45.0;5
tt 600 e;1994;;5
tt 600 e;1996;43.0;5
tt 600 e;1997;41.0;5
tt 600 r;1998;43.0;5
tt 600 r;1999;43.0;5
tt 600 r;2000;43.0;5
tt 600 r;2001;43.0;5
tt 600 r;2002;42.0;5
tt 600 re;2003;42.2;5
tt 600 re;2004;41.6;5
tt 600 s;1997;41.0;5
tt-r 125;2006;9.7;5
tt-r 125;2007;9.7;5
tt-r 125 e;2005;;5
tt-r 125 e;2006;;5
tt-r 125 e;2007;;5
tt-r 125 l;2007;;5
tt-r 125 l - le;2005;;5
tt-r 125 le;2007;;5
tt-r 125 lw;2007;9.7;5
tt-r 125 lwe;2007;9.7;5
tt-r 225;2002;;5
tt-r 225;2003;;5
tt-r 225;2004;;5
tt-r 225;2005;;5
tt-r 230;2007;;5
tt-r 250;2005;;5
tt-r 50 e;2007;;5
tt-r 90;2007;5.5;5
tt-r 90 e;2005;;5
tt-r 90 e;2007;;5
tt-r110e;2008;;5
tt-r110e;2009;;5
tt-r110e;2010;;5
tt-r110e;2011;;5
tt-r110e;2012;;5
tt-r110e;2013;;5
tt-r110e;2014;;5
tt-r110e;2015;;5
tt-r110e;2016;;5
tt-r110e;2017;;5
tt-r110e;2018;;5
tt-r110e;2019;;5
tt-r110e;2020;;5
tt-r110e;2021;;5
tt-r110e;2022;;5
tt-r125;2004;9.7;5
tt-r125;2011;;5
tt-r125;2013;;5
tt-r125 - lw;2006;9.7;5
tt-r125 lw e;2004;9.7;5
tt-r125e;2008;;5
tt-r125e;2009;;5
tt-r125e;2012;;5
tt-r125l;2008;;5
tt-r125le;2008;;5
tt-r125le;2009;;5
tt-r125le;2010;;5
tt-r125le;2011;;5
tt-r125le;2012;;5
tt-r125le;2013;;5
tt-r125le;2014;;5
tt-r125le;2015;;5
tt-r125le;2016;;5
tt-r125le;2017;;5
tt-r125le;2018;;5
tt-r125le;2019;;5
tt-r125le;2020;;5
tt-r125le;2021;;5
tt-r125le;2022;;5
tt-r125lw;2009;9.7;5
tt-r125lw e;2011;;5
tt-r125lwe;2012;;5
tt-r125lwe;2013;;5
tt-r125lwe;2016;;5
tt-r230;2008;;5
tt-r230;2009;;5
tt-r230;2010;;5
tt-r230;2011;;5
tt-r230;2012;;5
tt-r230;2013;;5
tt-r230;2014;;5
tt-r230;2015;;5
tt-r230;2016;;5
tt-r230;2017;;5
tt-r230;2018;;5
tt-r230;2019;;5
tt-r230;2020;;5
tt-r230;2021;;5
tt-r230;2022;;5
tt-r50e;2008;;5
tt-r50e;2009;;5
tt-r50e;2010;;5
tt-r50e;2012;;5
tt-r50e;2013;;5
tt-r50e;2014;;5
tt-r50e;2015;;5
tt-r50e;2016;;5
tt-r50e;2017;;5
tt-r50e;2018;;5
tt-r50e;2019;;5
tt-r50e;2020;;5
tt-r90;2006;5.5;5
ttr110;2019;;5
ttr125lwe;2019;;5
ttr125lwe;2021;;5
ttr250;2007;;5
tw 125;2000;12.0;5
tw 125;2001;12.0;5
tw 125;2002;12.0;5
tw 125;2003;11.8;5
tw 125;2004;11.8;5
tw 200;2002;16.0;5
tw 200;2005;;5
tw 200;2006;;5
tw 200;2007;;5
tw 200 electric;1992;16.0;5
tw200;2008;;5
tw200;2009;;5
tw200;2010;;5
tw200;2011;;5
tw200;2012;;5
tw200;2013;;5
tw200;2014;;5
tw200;2015;;5
tw200;2016;;5
tw200;2017;;5
tw200;2018;;5
tw200;2019;;5
tw200;2020;;5
tw200;2021;;5
tw200;2022;;5
tw200e;2020;;5
tx 500;1973;50.0;5
tx 750;1972;51.0;5
tx 750;1973;51.0;5
tx 750;1974;51.0;5
ty50p;1976;2.9;5
tz 125;2002;44.0;5
tz 125 g;1980;;5
tz 250;2002;86.9;5
tzr;2006;1.7;5
tzr 125;1991;;5
tzr 250;1987;50.0;5
tzr 250;1988;50.0;5
tzr 250;1989;50.0;5
tzr 250;1990;50.0;5
tzr 50;2003;;5
tzr 50;2004;;5
tzr 50;2007;2.4;5
tzr 50;2008;2.4;5
tzr 50;2010;2.7;5
tzr race replica;2006;1.7;5
tzr50;2009;2.7;5
tzr50;2011;1.7;5
tzr50;2012;2.7;5
tzr50;2013;2.7;5
tzr50;2015;2.7;5
tzr50;2016;2.7;5
tzr50 race replica;2008;2.4;5
tzr50 wgp 50th anniversary;2012;2.7;5
v max;2005;;5
v max;2006;;5
v star 1100 classic;2005;;5
v star 1100 classic;2006;;5
v star 1100 classic;2007;;5
v star 1100 classic;2008;;5
v star 1100 classic;2009;;5
v star 1100 classic;2011;;5
v star 1100 classic;2012;;5
v star 1100 classic;2013;;5
v star 1100 custom;2005;;5
